source_id,source_name,website,rss_url,category,tier,authority_score,enabled,country,source_type,collection_method,notes
leg_0035,Cord Cutters News,cordcuttersnews.com,https://cordcuttersnews.com/feed/,Broadcast/Radio,2,72,True,US,broadcast,rss,authority=heuristic-by-category
leg_0036,FCC Data,fccdata.org,https://fccdata.org/feed/,Broadcast/Radio,2,72,True,US,broadcast,rss,authority=heuristic-by-category
leg_0037,Benton Institute,benton.org,https://www.benton.org/rss.xml,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0038,Public Knowledge,publicknowledge.org,https://publicknowledge.org/feed/,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0039,TechFreedom,techfreedom.org,https://techfreedom.org/feed/,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0040,EFF,eff.org,https://www.eff.org/rss/updates.xml,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0041,Law360,law360.com,https://www.law360.com/rss/articles,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0042,Federal News Network,federalnewsnetwork.com,https://federalnewsnetwork.com/feed/,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0043,GovTech,govtech.com,https://www.govtech.com/rss,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0044,National Law Review,natlawreview.com,https://www.natlawreview.com/recent/feed,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0045,SCOTUSblog,scotusblog.com,https://www.scotusblog.com/feed/,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0046,Yale JREG,yalejreg.com,https://www.yalejreg.com/feed/,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0047,Brookings TechTank,brookings.edu,https://www.brookings.edu/topic/technology-innovation/feed/,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0048,ITIF,itif.org,https://itif.org/feed/,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0049,AEI,aei.org,https://www.aei.org/feed/,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0050,CSIS,csis.org,https://www.csis.org/rss.xml,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0051,Politico,politico.com,https://www.politico.com/rss/technology.xml,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0052,Nextgov,nextgov.com,https://www.nextgov.com/rss/all/,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0053,Bloomberg Law,bloomberglaw.com,https://www.bloomberglaw.com/feed,Government,1,95,True,US,government,rss,authority=heuristic-by-category
leg_0054,Ars Technica,feeds.arstechnica.com,https://feeds.arstechnica.com/arstechnica/index,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0055,The Verge,theverge.com,https://www.theverge.com/rss/index.xml,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0056,TechCrunch,techcrunch.com,https://techcrunch.com/feed/,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0057,TechDirt,techdirt.com,https://www.techdirt.com/feed/,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0058,Wired,wired.com,https://www.wired.com/feed/rss,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0059,Engadget,engadget.com,https://www.engadget.com/rss.xml,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0060,Gizmodo,gizmodo.com,https://gizmodo.com/feed/,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0061,CNET,cnet.com,https://www.cnet.com/rss/news/,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0062,ZDNet,zdnet.com,https://www.zdnet.com/news/rss.xml,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0063,VentureBeat,venturebeat.com,https://venturebeat.com/feed/,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0064,Digital Trends,digitaltrends.com,https://www.digitaltrends.com/feed/,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0065,TechRadar,techradar.com,https://www.techradar.com/feeds/,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0066,PCMag,pcmag.com,https://www.pcmag.com/feeds/latest,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0067,Slashdot,rss.slashdot.org,https://rss.slashdot.org/Slashdot/slashdotMain,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0068,Mashable,mashable.com,https://mashable.com/feeds/rss/all,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0069,eWeek,eweek.com,https://www.eweek.com/rss.xml,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0070,CRN,crn.com,https://www.crn.com/rss,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0071,CIO,cio.com,https://www.cio.com/feed/,Technology,2,76,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0072,Reuters Technology,feeds.reuters.com,https://feeds.reuters.com/reuters/technologyNews,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0073,Reuters Business,feeds.reuters.com,https://feeds.reuters.com/reuters/businessNews,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0074,AP News Technology,rsshub.app,https://rsshub.app/apnews/topics/technology,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0075,AP News Politics,rsshub.app,https://rsshub.app/apnews/topics/politics,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0076,Bloomberg Technology,feeds.bloomberg.com,https://feeds.bloomberg.com/technology/news.rss,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0077,Bloomberg Politics,feeds.bloomberg.com,https://feeds.bloomberg.com/politics/news.rss,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0078,Wall Street Journal Tech,feeds.content.dowjones.io,https://feeds.content.dowjones.io/public/rss/mw_technology,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0079,New York Times Tech,rss.nytimes.com,https://rss.nytimes.com/services/xml/rss/nyt/Technology.xml,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0080,New York Times Politics,rss.nytimes.com,https://rss.nytimes.com/services/xml/rss/nyt/Politics.xml,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0081,Washington Post Tech,feeds.washingtonpost.com,https://feeds.washingtonpost.com/rss/business/technology,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0082,The Hill,thehill.com,https://thehill.com/feed/,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0083,Axios,api.axios.com,https://api.axios.com/feed/,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0084,CNN Tech,rss.cnn.com,https://rss.cnn.com/rss/cnn_tech.rss,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0085,CBS News Tech,cbsnews.com,https://www.cbsnews.com/latest/rss/tech,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0086,NBC News Tech,feeds.nbcnews.com,https://feeds.nbcnews.com/nbcnews/public/tech,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0087,ABC News Tech,abcnews.go.com,https://abcnews.go.com/abcnews/technologyheadlines,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0088,Fox Business,moxie.foxbusiness.com,https://moxie.foxbusiness.com/google-publisher/technology.xml,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0089,USA Today Tech,rssfeeds.usatoday.com,https://rssfeeds.usatoday.com/UsatodaycomTech-TopStories,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0090,NPR Technology,feeds.npr.org,https://feeds.npr.org/1019/rss.xml,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0091,NPR Business,feeds.npr.org,https://feeds.npr.org/1006/rss.xml,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0092,Forbes Tech,forbes.com,https://www.forbes.com/innovation/feed/,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0093,Fortune,fortune.com,https://fortune.com/feed/,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0094,MarketWatch,feeds.content.dowjones.io,https://feeds.content.dowjones.io/public/rss/mw_topstories,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0095,CNBC Tech,cnbc.com,https://www.cnbc.com/id/19854910/device/rss/rss.html,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0096,CNBC Telecom,cnbc.com,https://www.cnbc.com/id/10000108/device/rss/rss.html,Major News/Wire,1,92,True,US,wire_service,rss,authority=heuristic-by-category
leg_0097,Dark Reading,darkreading.com,https://www.darkreading.com/rss.xml,Cybersecurity,2,74,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0098,Security Week,securityweek.com,https://www.securityweek.com/feed/,Cybersecurity,2,74,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0099,Cybersecurity Dive,cybersecuritydive.com,https://www.cybersecuritydive.com/feeds/news/,Cybersecurity,2,74,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0100,SC Magazine,scmagazine.com,https://www.scmagazine.com/feed/,Cybersecurity,2,74,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0101,Cyber Defense Magazine,cyberdefensemagazine.com,https://www.cyberdefensemagazine.com/feed/,Cybersecurity,2,74,True,US,technology_publication,rss,authority=heuristic-by-category
leg_0102,Multichannel News,nexttv.com,https://www.nexttv.com/rss/multichannel,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0103,Broadcasting & Cable,nexttv.com,https://www.nexttv.com/rss/broadcasting-cable,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0104,Communications Daily,communicationsdaily.com,https://communicationsdaily.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0105,IEEE Spectrum,spectrum.ieee.org,https://spectrum.ieee.org/feeds/feed.rss,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0106,MIT Tech Review,technologyreview.com,https://www.technologyreview.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0107,Oped News Telecom,opednews.com,https://www.opednews.com/populum/rss_telecom.php,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0108,Tech Policy Press,techpolicy.press,https://techpolicy.press/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0109,Protocol,protocol.com,https://www.protocol.com/feeds/feed.rss,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0110,Morning Consult Tech,morningconsult.com,https://morningconsult.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0111,Pew Research Tech,pewresearch.org,https://www.pewresearch.org/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0112,Government Executive,govexec.com,https://www.govexec.com/rss/all/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0113,Federal Computer Week,fcw.com,https://fcw.com/rss/rss.ashx,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0114,Defense One Tech,defenseone.com,https://www.defenseone.com/rss/technology/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0115,Inside Cybersecurity,insidecybersecurity.com,https://insidecybersecurity.com/rss.xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0116,Access Intelligence,accessintel.com,https://www.accessintel.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0117,Telecom Ramblings,telecomramblings.com,https://www.telecomramblings.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0118,CircleID,circleid.com,https://www.circleid.com/rss/posts/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0119,IP Watch,ip-watch.org,https://www.ip-watch.org/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0120,Multichannel Merchant,multichannelmerchant.com,https://multichannelmerchant.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0121,Satellite Today,satellitetoday.com,https://www.satellitetoday.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0122,Via Satellite,satellitetoday.com,https://www.satellitetoday.com/via-satellite/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0123,Space News,spacenews.com,https://spacenews.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0124,Broadband Communities,bbcmag.com,https://www.bbcmag.com/rss/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0125,ISP Review UK,ispreview.co.uk,https://www.ispreview.co.uk/index.php/feed,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0126,Telecom Asia,telecomasia.net,https://www.telecomasia.net/rss.xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0127,Telecom Lead,telecomlead.com,https://www.telecomlead.com/feed,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0128,Enterprise Networking Planet,enterprisenetworkingplanet.com,https://www.enterprisenetworkingplanet.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0129,Data Center Knowledge,datacenterknowledge.com,https://www.datacenterknowledge.com/rss.xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0130,Fierce Healthcare IT,fiercehealthcare.com,https://www.fiercehealthcare.com/rss/xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0131,Fierce Education,fierceeducation.com,https://www.fierceeducation.com/rss/xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0132,E-Commerce Times,ecommercetimes.com,https://www.ecommercetimes.com/rss-feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0133,LinuxInsider,linuxinsider.com,https://linuxinsider.com/rss-feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0134,TechNewsWorld,technewsworld.com,https://www.technewsworld.com/rss-feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0135,MacNewsWorld,macnewsworld.com,https://www.macnewsworld.com/rss-feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0136,Tech Republic,techrepublic.com,https://www.techrepublic.com/rssfeeds/articles/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0137,InformationWeek,informationweek.com,https://www.informationweek.com/rss_simple.asp,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0138,Computerworld,computerworld.com,https://www.computerworld.com/index.rss,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0139,InfoWorld,infoworld.com,https://www.infoworld.com/index.rss,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0140,CSO Online,csoonline.com,https://www.csoonline.com/index.rss,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0141,IT World Canada,itworldcanada.com,https://www.itworldcanada.com/blog/feed,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0142,ZD Net UK,zdnet.com,https://www.zdnet.com/topic/networking/rss.xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0143,The Register,theregister.com,https://www.theregister.com/headlines.atom,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0144,Ars UK,arstechnica.co.uk,https://arstechnica.co.uk/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0145,Hot Hardware,hothardware.com,https://hothardware.com/rss/news.aspx,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0146,Extreme Tech,extremetech.com,https://www.extremetech.com/feed,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0147,Hack Read,hackread.com,https://www.hackread.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0148,Bleeping Computer,bleepingcomputer.com,https://www.bleepingcomputer.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0149,Krebs on Security,krebsonsecurity.com,https://krebsonsecurity.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0150,Threatpost,threatpost.com,https://threatpost.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0151,The Record,therecord.media,https://therecord.media/feed,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0152,CyberWire,thecyberwire.com,https://thecyberwire.com/feeds/rss.xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0153,Lawfare,lawfaremedia.org,https://www.lawfaremedia.org/feed,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0154,Just Security,justsecurity.org,https://www.justsecurity.org/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0155,Above the Law,abovethelaw.com,https://abovethelaw.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0156,JD Supra Telecom,jdsupra.com,https://www.jdsupra.com/topics/telecommunications/rss/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0157,JD Supra FCC,jdsupra.com,https://www.jdsupra.com/topics/fcc/rss/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0158,Lexology Telecom,lexology.com,https://www.lexology.com/rss/latest?topic=telecom,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0159,Mondaq Telecom,mondaq.com,https://www.mondaq.com/rss/telecommunications/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0160,Inside Privacy,insideprivacy.com,https://www.insideprivacy.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0161,IAPP News,iapp.org,https://iapp.org/news/rss/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0162,Future of Privacy Forum,fpf.org,https://fpf.org/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0163,CDT,cdt.org,https://cdt.org/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0164,Free Press,freepress.net,https://freepress.net/rss.xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0165,Media Alliance,media-alliance.org,https://www.media-alliance.org/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0166,Common Cause,commoncause.org,https://www.commoncause.org/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0167,Consumer Reports Tech,consumerreports.org,https://www.consumerreports.org/cro/news/index.htm,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0168,FTC News,ftc.gov,https://www.ftc.gov/feeds/press-release-rss.xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0169,DOJ Press,justice.gov,https://www.justice.gov/feeds/opa/justice-news.xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0170,FTC Business,ftc.gov,https://www.ftc.gov/feeds/business-guidance.xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0171,NTIA,ntia.gov,https://www.ntia.gov/rss.xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0172,USAC,usac.org,https://www.usac.org/rss/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0173,RUS USDA,rd.usda.gov,https://www.rd.usda.gov/rss/updates,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0174,FCC Watch,fccwatch.com,https://fccwatch.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0175,Communications Lawyer,communicationslawyer.net,https://communicationslawyer.net/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0176,Telecom Policy,telepolicyblog.wordpress.com,https://telepolicyblog.wordpress.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0177,Technology Liberation Front,techliberation.com,https://techliberation.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0178,Truth on the Market,truthonthemarket.com,https://truthonthemarket.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0179,Competition Policy Intl,competitionpolicyinternational.com,https://www.competitionpolicyinternational.com/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0180,Reason Tech,reason.com,https://reason.com/tag/technology/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0181,The American Prospect,prospect.org,https://prospect.org/feeds/rss/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0182,The Atlantic Tech,theatlantic.com,https://www.theatlantic.com/feed/channel/technology/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0183,The Nation,thenation.com,https://www.thenation.com/subject/tech/feed/,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0184,Salon Tech,salon.com,https://www.salon.com/topic/tech/feed,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0185,Slate Tech,slate.com,https://slate.com/technology.rss,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0186,Vox Tech,vox.com,https://www.vox.com/rss/technology/index.xml,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0187,Medium Tech Policy,medium.com,https://medium.com/feed/topic/technology,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0188,Substack Broadband,broadbandbreakfast.substack.com,https://broadbandbreakfast.substack.com/feed,General,3,40,True,US,unclassified,rss,authority=heuristic-by-category
leg_0189,FCC - All Recent Releases,fcc.gov,https://www.fcc.gov/rss/releases,Government,1,100,True,US,government,rss,authority=heuristic-by-category
leg_0190,FCC - Commissioner Statements,fcc.gov,https://www.fcc.gov/rss/commissioner-statements,Government,1,100,True,US,government,rss,authority=heuristic-by-category
leg_0191,FCC - Commissioner Speeches,fcc.gov,https://www.fcc.gov/rss/speeches,Government,1,100,True,US,government,rss,authority=heuristic-by-category
leg_0192,FCC - Orders,fcc.gov,https://www.fcc.gov/rss/orders,Government,1,100,True,US,government,rss,authority=heuristic-by-category
